Tamaño de máscara 	6	11	16	21	26	31	36	41	46	51	56	61	66	71	76	81	86	91	96	101	106	111	116	121	126	
Rep(1)	0.03473000000000004	0.033850600000000064	0.033863600000000105	0.03373550000000014	0.03374849999999996	0.03346340000000003	0.0476405000000002	0.04591339999999988	0.04716359999999997	0.03778860000000006	0.04070890000000005	0.046985899999999914	0.058722699999999906	0.05125299999999999	0.05705490000000002	0.0658738000000001	0.03742420000000002	0.035672099999999984	0.03519329999999998	0.03619679999999992	0.03527759999999991	0.03468730000000009	0.034706899999999985	0.034981800000000174	0.03448719999999961	
Rep(2)	0.03406850000000006	0.0340338	0.03375180000000011	0.0346557999999999	0.03368299999999991	0.03511690000000023	0.046208700000000213	0.04715049999999987	0.04682409999999981	0.03814239999999991	0.040570799999999796	0.04682979999999981	0.058901199999999765	0.05186950000000001	0.05989779999999989	0.0680092000000001	0.0358795999999999	0.03531480000000009	0.03506840000000011	0.035007699999999975	0.0357495000000001	0.034839500000000356	0.03489569999999986	0.034605899999999856	0.03446170000000004	
Rep(3)	0.03482359999999973	0.03400570000000025	0.03514879999999998	0.03357169999999998	0.03515170000000012	0.03352010000000005	0.04608919999999994	0.04591039999999991	0.04579029999999973	0.03834369999999998	0.04097200000000001	0.046997100000000014	0.059009599999999995	0.051297499999999996	0.058903099999999764	0.07136129999999996	0.03572439999999988	0.035559200000000235	0.035092699999999866	0.03505570000000002	0.03535869999999974	0.03530789999999984	0.03466170000000002	0.03620080000000048	0.03452370000000027	
Rep(4)	0.034325499999999565	0.03401619999999994	0.03502880000000008	0.03401099999999957	0.03381170000000022	0.03342769999999984	0.04591440000000002	0.045916800000000535	0.04589700000000008	0.03790910000000025	0.040548300000000204	0.04645770000000038	0.058789499999999606	0.051776000000000266	0.058779700000000545	0.06601590000000002	0.03501270000000023	0.035568599999999506	0.03485000000000049	0.03452359999999999	0.03552640000000018	0.03635680000000008	0.0345500000000003	0.034116899999999895	0.03430219999999995	
Rep(5)	0.033603199999999944	0.034334399999999654	0.03345270000000067	0.03310510000000022	0.033048900000000714	0.032860300000000287	0.04530339999999988	0.04535249999999991	0.0453064000000003	0.03696989999999989	0.04149259999999977	0.04664149999999978	0.0586474999999993	0.052459400000000045	0.059675699999999665	0.06496259999999943	0.034964500000000065	0.03476400000000002	0.03459059999999958	0.03484129999999919	0.03437020000000057	0.0352894000000008	0.03531849999999981	0.03396810000000006	0.034268799999999544	
Rep(6)	0.034949499999999745	0.03382540000000045	0.0332290000000004	0.03310469999999999	0.032913800000000215	0.032794599999999896	0.045465399999999434	0.04528149999999975	0.0451997000000004	0.03693260000000009	0.041103000000000556	0.04694369999999992	0.05941030000000058	0.051895000000000024	0.05644830000000045	0.06522209999999973	0.0350109999999999	0.03538060000000076	0.03496009999999927	0.034516399999999337	0.03442050000000041	0.03414129999999993	0.03513579999999994	0.03472069999999938	0.03564329999999938	
Rep(7)	0.03390190000000004	0.03342000000000045	0.03322450000000021	0.033045900000000294	0.03297349999999977	0.03288419999999981	0.04532000000000025	0.04528160000000003	0.045211099999999504	0.037223899999999865	0.0402648000000001	0.04862680000000008	0.06051099999999998	0.051347599999999716	0.05657339999999955	0.06509630000000044	0.03482170000000018	0.03517240000000044	0.034597899999999626	0.03538009999999936	0.034366399999999686	0.034215500000000176	0.03404680000000049	0.03991979999999984	0.0356197999999992	
Rep(8)	0.03361049999999999	0.033393800000000695	0.03329680000000046	0.033179099999999906	0.032991300000000834	0.032924799999999976	0.045394999999999186	0.04509870000000049	0.045213199999999176	0.03706619999999994	0.0404188000000012	0.04774039999999857	0.06041860000000021	0.05111740000000076	0.05653060000000032	0.06625800000000126	0.03520660000000042	0.035124299999999664	0.034828400000000315	0.0359740999999989	0.03465679999999871	0.03437849999999898	0.03551910000000014	0.034528500000000406	0.0345581000000017	
Rep(9)	0.034557899999999364	0.03359410000000018	0.03343269999999876	0.03328530000000107	0.033372599999999863	0.033072499999999394	0.04572150000000086	0.04546679999999981	0.045586800000000594	0.03840939999999904	0.040319699999999514	0.04963530000000027	0.06015430000000066	0.05228330000000092	0.056741900000000456	0.06540799999999969	0.035175999999999874	0.03499759999999874	0.03539709999999907	0.034542999999999324	0.034576899999999355	0.034385899999998415	0.03650900000000057	0.03393550000000012	0.0353305000000006	
